"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","ALCOHOLTYPE (CODE)","ALCOHOLTYPE (DISPLAY)","ALCOHOLTYPE (URL)","Display Value","Numeric","Low","High","Comments"
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MNE","Montenegro","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.4","0.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","DOM","Dominican Republic","","SA_SPIRITS","Spirits","","42.7","42.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CUB","Cuba","","SA_BEER","Beer","","38.8","38.80000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","COG","Congo","","SA_BEER","Beer","","78.4","78.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","NOR","Norway","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","2.1","2.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MLT","Malta","","SA_WINE","Wine","","32.7","32.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","KEN","Kenya","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","20.4","20.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","GMB","Gambia","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","93.5","93.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","SA_SPIRITS","Spirits","","12.6","12.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","RWA","Rwanda","","SA_WINE","Wine","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","NRU","Nauru","","SA_WINE","Wine","","14.6","14.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CHL","Chile","","SA_SPIRITS","Spirits","","29.4","29.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","AUS","Australia","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","6.8","6.80000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","IRQ","Iraq","","SA_WINE","Wine","","1.0","1.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","GRC","Greece","","SA_SPIRITS","Spirits","","24.2","24.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","SMR","San Marino","","SA_SPIRITS","Spirits","","No data","","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BEL","Belgium","","SA_WINE","Wine","","36.3","36.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","TLS","Timor-Leste","","SA_BEER","Beer","","9.3","9.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BEN","Benin","","SA_SPIRITS","Spirits","","7.2","7.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","LSO","Lesotho","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","29.6","29.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","SLV","El Salvador","","SA_WINE","Wine","","1.7","1.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","UZB","Uzbekistan","","SA_SPIRITS","Spirits","","75.4","75.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","TZA","United Republic of Tanzania","","SA_BEER","Beer","","11.0","11.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","AGO","Angola","","SA_WINE","Wine","","13.7","13.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KOR","Republic of Korea","","SA_SPIRITS","Spirits","","3.0","3.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BEL","Belgium","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.1","0.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","ARG","Argentina","","SA_BEER","Beer","","40.7","40.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CRI","Costa Rica","","SA_BEER","Beer","","59.3","59.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BLR","Belarus","","SA_BEER","Beer","","17.3","17.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KIR","Kiribati","","SA_SPIRITS","Spirits","","60.9","60.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MHL","Marshall Islands","","SA_BEER","Beer","","No data","","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","IDN","Indonesia","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KIR","Kiribati","","SA_BEER","Beer","","36.9","36.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","SGP","Singapore","","SA_SPIRITS","Spirits","","14.7","14.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CAN","Canada","","SA_WINE","Wine","","22.0","22.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","JAM","Jamaica","","SA_BEER","Beer","","42.0","42.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","ARE","United Arab Emirates","","SA_WINE","Wine","","2.9","2.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","WSM","Samoa","","SA_BEER","Beer","","70.9","70.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","FJI","Fiji","","SA_BEER","Beer","","67.7","67.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","JAM","Jamaica","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","1.6","1.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","AND","Andorra","","SA_WINE","Wine","","45.3","45.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MNG","Mongolia","","SA_BEER","Beer","","27.6","27.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CRI","Costa Rica","","SA_SPIRITS","Spirits","","35.5","35.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","LCA","Saint Lucia","","SA_BEER","Beer","","29.7","29.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","VEN","Venezuela (Bolivarian Republic of)","","SA_SPIRITS","Spirits","","23.4","23.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","BRN","Brunei Darussalam","","SA_BEER","Beer","","89.8","89.80000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","UKR","Ukraine","","SA_BEER","Beer","","40.5","40.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","PRT","Portugal","","SA_SPIRITS","Spirits","","10.9","10.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","LUX","Luxembourg","","SA_WINE","Wine","","42.8","42.80000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","IND","India","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MOZ","Mozambique","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","4.3","4.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","TUN","Tunisia","","SA_BEER","Beer","","68.6","68.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","UGA","Uganda","","SA_WINE","Wine","","0.1","0.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","PRY","Paraguay","","SA_WINE","Wine","","18.2","18.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","EGY","Egypt","","SA_SPIRITS","Spirits","","40.3","40.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","PAK","Pakistan","","SA_BEER","Beer","","No data","","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","HND","Honduras","","SA_WINE","Wine","","1.1","1.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","PER","Peru","","SA_BEER","Beer","","46.8","46.80000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","GIN","Guinea","","SA_BEER","Beer","","78.9","78.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BRA","Brazil","","SA_SPIRITS","Spirits","","36.3","36.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","DNK","Denmark","","SA_SPIRITS","Spirits","","14.1","14.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","LTU","Lithuania","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","11.6","11.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","AND","Andorra","","SA_SPIRITS","Spirits","","20.1","20.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","BTN","Bhutan","","SA_WINE","Wine","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SWZ","Swaziland","","SA_BEER","Beer","","33.6","33.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","HTI","Haiti","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","NLD","Netherlands","","SA_WINE","Wine","","36.4","36.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","COL","Colombia","","SA_SPIRITS","Spirits","","32.5","32.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","DNK","Denmark","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","GHA","Ghana","","SA_BEER","Beer","","30.0","30.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","AND","Andorra","","SA_BEER","Beer","","34.6","34.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","PAK","Pakistan","","SA_WINE","Wine","","No data","","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","DEU","Germany","","SA_WINE","Wine","","27.8","27.80000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","KNA","Saint Kitts and Nevis","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.6","0.60000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","FRA","France","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","1.7","1.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","USA","United States of America","","SA_BEER","Beer","","50.0","50.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BLR","Belarus","","SA_WINE","Wine","","5.2","5.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ESP","Spain","","SA_BEER","Beer","","49.7","49.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BHS","Bahamas","","SA_BEER","Beer","","34.0","34.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","COL","Colombia","","SA_BEER","Beer","","66.1","66.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","SUR","Suriname","","SA_SPIRITS","Spirits","","57.2","57.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZWE","Zimbabwe","","SA_BEER","Beer","","23.7","23.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","DZA","Algeria","","SA_SPIRITS","Spirits","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","TUN","Tunisia","","SA_SPIRITS","Spirits","","3.7","3.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BHS","Bahamas","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","1.0","1.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","MMR","Myanmar","","SA_WINE","Wine","","5.7","5.70000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","KNA","Saint Kitts and Nevis","","SA_WINE","Wine","","7.4","7.40000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","7.5","7.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","COK","Cook Islands","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.0","0.00000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","LBN","Lebanon","","SA_WINE","Wine","","29.1","29.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","NPL","Nepal","","SA_WINE","Wine","","0.9","0.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","MAR","Morocco","","SA_WINE","Wine","","36.5","36.50000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","SOM","Somalia","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","No data","","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","QAT","Qatar","","SA_BEER","Beer","","1.2","1.20000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","TUR","Turkey","","SA_SPIRITS","Spirits","","27.9","27.90000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AFR","Africa","","KEN","Kenya","","SA_BEER","Beer","","56.1","56.10000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","AMR","Americas","","SUR","Suriname","","SA_WINE","Wine","","2.3","2.30000","","",""
"SA_0000001398","Consumption of pure alcohol by type of beverage (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=462","PUBLISHED","Published","","2010","2010","","EUR","Europe","","FIN","Finland","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","12.6","12.60000","","",""
